[HEADER]
Insulated box
Parallel heaters, 1x 5W, 1x 10W
K_p=2.5
K_i=5e-4

[DATA]
time	temperature	humidity	heater power
[s]	[±0.5 °C]	[±3 pct]	[±0.05 W]
435.9	33.49	51.3	3.987
436.9	33.50	51.3	3.965
437.9	33.51	51.3	3.947
438.9	33.52	51.3	3.925
439.9	33.53	51.3	3.922
440.9	33.54	51.3	3.900
441.9	33.55	51.3	3.882
442.9	33.57	51.3	3.860
443.9	33.58	51.3	3.839
444.9	33.59	51.3	3.821
445.9	33.60	51.3	3.800
446.9	33.61	51.3	3.778
447.9	33.62	51.3	3.761
448.9	33.63	51.3	3.743
449.9	33.64	51.2	3.736
450.9	33.65	51.2	3.719
451.9	33.66	51.3	3.701
452.9	33.67	51.3	3.680
453.9	33.68	51.2	3.659
454.9	33.68	51.2	3.655
455.9	33.69	51.3	3.638
456.9	33.70	51.3	3.621
457.9	33.71	51.3	3.600
458.9	33.72	51.3	3.593
459.9	33.73	51.2	3.576
460.9	33.74	51.2	3.558
461.9	33.75	51.2	3.541
462.9	33.76	51.2	3.534
463.9	33.76	51.2	3.517
464.9	33.77	51.2	3.504
465.9	33.78	51.2	3.497
466.9	33.78	51.2	3.483
467.9	33.79	51.2	3.476
468.9	33.80	51.2	3.459
469.9	33.81	51.2	3.439
470.9	33.82	51.2	3.422
471.9	33.83	51.2	3.405
472.9	33.83	51.2	3.402
473.9	33.84	51.2	3.398
474.9	33.85	51.2	3.382
475.9	33.85	51.2	3.365
476.9	33.86	51.2	3.362
477.9	33.87	51.2	3.345
478.9	33.88	51.2	3.328
479.9	33.88	51.2	3.325
480.9	33.89	51.2	3.312
481.9	33.89	51.1	3.305
482.9	33.90	51.1	3.292
483.9	33.90	51.1	3.289
484.9	33.91	51.1	3.276
485.9	33.91	51.1	3.272
486.9	33.92	51.1	3.269
487.9	33.92	51.1	3.265
488.9	33.92	51.1	3.252
489.9	33.93	51.1	3.249
490.9	33.93	51.1	3.236
491.9	33.94	51.1	3.233
492.9	33.94	51.1	3.233
494.0	33.94	51.1	3.229
494.9	33.95	51.1	3.216
496.0	33.95	51.1	3.216
497.0	33.95	51.1	3.213
498.0	33.95	51.0	3.213
499.0	33.95	51.0	3.210
